,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_head_rdm_corr,same_head_rdm_std,same_modifier_rdm_corr,same_modifier_rdm_std
0,openai-community/gpt2,1,standard,0.15062370331392066,0.4543997872652083,,,,
1,openai-community/gpt2,1,standard,0.15062370331392066,0.4543997872652083,-0.08421001422152108,0.40361946621144423,,
2,openai-community/gpt2,1,standard,0.15062370331392066,0.4543997872652083,-0.08421001422152108,0.40361946621144423,0.013693063937629146,0.48543365492447393
3,openai-community/gpt2,1,figurative_context,0.12780193008453872,0.5357238094391549,,,,
4,openai-community/gpt2,1,figurative_context,0.12780193008453872,0.5357238094391549,0.022360679774997904,0.5255156198122626,,
5,openai-community/gpt2,1,figurative_context,0.12780193008453872,0.5357238094391549,0.022360679774997904,0.5255156198122626,0.054772255750516585,0.5326036675302439
6,openai-community/gpt2,1,literal_context,0.1467001537350001,0.5238620484884433,,,,
7,openai-community/gpt2,1,literal_context,0.1467001537350001,0.5238620484884433,-0.003029896200029014,0.5298909987182908,,
8,openai-community/gpt2,1,literal_context,0.1467001537350001,0.5238620484884433,-0.003029896200029014,0.5298909987182908,0.04596394899224175,0.5014566222161864
9,openai-community/gpt2,2,standard,0.1049801568551568,0.49140529776007363,,,,
10,openai-community/gpt2,2,standard,0.1049801568551568,0.49140529776007363,0.02114662386262845,0.5189171827193957,,
11,openai-community/gpt2,2,standard,0.1049801568551568,0.49140529776007363,0.02114662386262845,0.5189171827193957,0.0821583836257749,0.5399845676807192
12,openai-community/gpt2,2,figurative_context,0.10041580220928044,0.5322123636294067,,,,
13,openai-community/gpt2,2,figurative_context,0.10041580220928044,0.5322123636294067,0.034839687800257604,0.5516717789678353,,
14,openai-community/gpt2,2,figurative_context,0.10041580220928044,0.5322123636294067,0.034839687800257604,0.5516717789678353,0.155188057959797,0.5895619843013398
15,openai-community/gpt2,2,literal_context,0.08279918869273073,0.526716250591853,,,,
16,openai-community/gpt2,2,literal_context,0.08279918869273073,0.526716250591853,0.037352411850387804,0.5612429832237084,,
17,openai-community/gpt2,2,literal_context,0.08279918869273073,0.526716250591853,0.037352411850387804,0.5612429832237084,0.06454177010922518,0.5760093235908154
18,openai-community/gpt2,3,standard,0.1643167672515498,0.5474181826233638,,,,
19,openai-community/gpt2,3,standard,0.1643167672515498,0.5474181826233638,0.05644740511727007,0.543785416634554,,
20,openai-community/gpt2,3,standard,0.1643167672515498,0.5474181826233638,0.05644740511727007,0.543785416634554,1.1102230246251566e-17,0.5656854249492379
21,openai-community/gpt2,3,figurative_context,0.2647325694608302,0.547646479644183,,,,
